x, y
0.128348928,19.88009893
3.010530794,5.53060192
5.001587635,5.554789202
5.892144979,4.632192088
7.766543378,4.484193414
8.986673845,4.484193414
11.96910755,2.572611383
13.96219806,1.4554134
30.0594599,1.424563647
